classe,arrondissement,item,nom_doc,url,adresse,code_postal,erreurs,nom_txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,12 rue des Vignerons - Main Levée du 04/06/2019,Main Levée du 04/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-12-rue-des-vignerons-13006_2019_01859.pdf,12 rue des Vignerons,13006.0,False,ml-12-rue-des-vignerons-13006_2019_01859.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,10 rue des Bons Enfants,10 rue des Bons Enfants,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-RUE-DES-BONS-ENFANTS-13006_2019_00502.pdf,10 rue des Bons Enfants,13006.0,False,10-RUE-DES-BONS-ENFANTS-13006_2019_00502.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,56 rue de la Loubière : Arrêté de péril du 15/02/2019 - Main Levée Partielle du 04/04/2019 - Main Levée du 22/05/2019 - Arrêté de péril ordinaire du 24/09/2020,Arrêté de péril du 15/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/56-RUE-DE-LA-LOUBIERE-13006_2019_00548.pdf,56 rue de la Loubière,13006.0,False,56-RUE-DE-LA-LOUBIERE-13006_2019_00548.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,56 rue de la Loubière : Arrêté de péril du 15/02/2019 - Main Levée Partielle du 04/04/2019 - Main Levée du 22/05/2019 - Arrêté de péril ordinaire du 24/09/2020,Main Levée Partielle du 04/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_56-rue-de-la-loubiere-13006_2019_01166.pdf,56 rue de la Loubière,13006.0,False,ml_56-rue-de-la-loubiere-13006_2019_01166.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,56 rue de la Loubière : Arrêté de péril du 15/02/2019 - Main Levée Partielle du 04/04/2019 - Main Levée du 22/05/2019 - Arrêté de péril ordinaire du 24/09/2020,Main Levée du 22/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_56-rue-de-la-loubiere-13006_2019_01612.pdf,56 rue de la Loubière,13006.0,False,ml_56-rue-de-la-loubiere-13006_2019_01612.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,56 rue de la Loubière : Arrêté de péril du 15/02/2019 - Main Levée Partielle du 04/04/2019 - Main Levée du 22/05/2019 - Arrêté de péril ordinaire du 24/09/2020,Arrêté de péril ordinaire du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_56-rue-de-la-loubiere-13006_2020_02148_vdm.pdf,56 rue de la Loubière,13006.0,True,po_56-rue-de-la-loubiere-13006_2020_02148_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,81 rue d'Italie,81 rue d'Italie,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/81-RUE-D-ITALIE-13006_2019_00545.pdf,81 rue d'Italie,13006.0,False,81-RUE-D-ITALIE-13006_2019_00545.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,32 rue Fongate : Arrêté de péril du 22/02/2019 - Main Levée du 09/09/2019,Arrêté de péril du 22/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/32-RUE-FONGATE-13006_2019_00620.pdf,32 rue Fongate,13006.0,False,32-RUE-FONGATE-13006_2019_00620.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,32 rue Fongate : Arrêté de péril du 22/02/2019 - Main Levée du 09/09/2019,Main Levée du 09/09/2019 ,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_32-rue-fongate-13006_2019_03103_vdm.pdf,32 rue Fongate,13006.0,False,ml_32-rue-fongate-13006_2019_03103_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,18 rue Berlioz - Main Levée du 05/06/2019, ,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_32-rue-fongate-13006_2019_03103_vdm.pdf,18 rue Berlioz,13006.0,False,ml_32-rue-fongate-13006_2019_03103_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,18 rue Berlioz - Main Levée du 05/06/2019,18 rue Berlioz,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-RUE-BERLIOZ-13006_2019_00659.pdf,18 rue Berlioz,13006.0,False,18-RUE-BERLIOZ-13006_2019_00659.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,18 rue Berlioz - Main Levée du 05/06/2019,Main Levée du 05/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-18-rue-berlioz-13006_2019_01719.pdf,18 rue Berlioz,13006.0,False,ml-18-rue-berlioz-13006_2019_01719.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,87 rue de Rome,87 rue de Rome,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/87-rue-de-rome-13006_2019_01049.pdf,87 rue de Rome,13006.0,False,87-rue-de-rome-13006_2019_01049.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,29 rue d'italie,29 rue d'italie,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-italie-13006_pgi-2019_01098_.pdf,29 rue d'italie,13006.0,False,29-rue-italie-13006_pgi-2019_01098_.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,29 rue NauArrêté du 15 avril 2019  Arrêté du 01/12/2020,Arrêté du 15 avril 2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-nau-13006_2019_01232.pdf,29 rue Nau,13006.0,False,29-rue-nau-13006_2019_01232.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,29 rue NauArrêté du 15 avril 2019  Arrêté du 01/12/2020,Arrêté du 01/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-nau-13006_2020-12-01_po-2020_02835.pdf,29 rue Nau,13006.0,True,29-rue-nau-13006_2020-12-01_po-2020_02835.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,27 rue Nau : Arrêté de péril imminent du 15/04/2019 - Arrêté de péril ordinaire du 25/11/2020,Arrêté de péril imminent du 15/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/27-rue-nau-13006_2019_01270.pdf,27 rue Nau,13006.0,False,27-rue-nau-13006_2019_01270.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,27 rue Nau : Arrêté de péril imminent du 15/04/2019 - Arrêté de péril ordinaire du 25/11/2020,Arrêté de péril ordinaire du 25/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_27-rue-nau-13006_2020_02800_vdm.pdf,27 rue Nau,13006.0,True,po_27-rue-nau-13006_2020_02800_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,85 rue de la Palud : Arrêté de péril du 23/04/2019 - Main Levée Partielle du 03/07/2019,Arrêté de péril du 23/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/85-rue-de-la-palud-13006_2019_01328.pdf,85 rue de la Palud,13006.0,False,85-rue-de-la-palud-13006_2019_01328.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,85 rue de la Palud : Arrêté de péril du 23/04/2019 - Main Levée Partielle du 03/07/2019,Main Levée Partielle du 03/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_partielle_85-rue-de-la-palud-13006_2019_02227.pdf,85 rue de la Palud,13006.0,False,ml_partielle_85-rue-de-la-palud-13006_2019_02227.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,35 rue de Lodi,35 rue de Lodi,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/35-rue-de-lodi-13006_2019_01521.pdf,35 rue de Lodi,13006.0,False,35-rue-de-lodi-13006_2019_01521.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,75 rue de Rome / 64 rue de la Palud,75 rue de Rome / 64 rue de la Palud,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/75-rue-de-rome-64-rue-de-la-palud-13006_2019_02228.pdf,75 rue de Rome / 64 rue de la Palud,13006.0,False,75-rue-de-rome-64-rue-de-la-palud-13006_2019_02228.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,31 rue Nau,31 rue Nau,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31-rue-nau-13006_2019_02300.pdf,31 rue Nau,13006.0,False,31-rue-nau-13006_2019_02300.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,59 place Jean Jaurès,59 place Jean Jaurès,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/59-place-jean-jaures-13006_2019_02468.pdf,59 place Jean Jaurès,13006.0,False,59-place-jean-jaures-13006_2019_02468.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,61 place Jean Jaurès,61 place Jean Jaurès,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/61-place-jean-jaures-13006_2019_02469.pdf,61 place Jean Jaurès,13006.0,False,61-place-jean-jaures-13006_2019_02469.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,7 rue du Village,7 rue du Village,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-rue-du-village-13006_2019_02520.pdf,7 rue du Village,13006.0,False,7-rue-du-village-13006_2019_02520.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,15 rue de Loubière : Arrêté du 25/07/2019 - Main levée du 17/01/2020,Arrêté du 25/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_15-rue-loubiere-13006_2019_02529.pdf,15 rue de Loubière,13006.0,False,pgi_15-rue-loubiere-13006_2019_02529.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,15 rue de Loubière : Arrêté du 25/07/2019 - Main levée du 17/01/2020,Main levée du 17/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_15-rue-de-la_loubiere-13006_2020_00100_vdm.pdf,15 rue de Loubière,13006.0,False,ml_15-rue-de-la_loubiere-13006_2020_00100_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,129 rue d'Aubagne : Arrêté du 30/07/2019 - Arrêté modificatif du 25/11/2020 - Main levée du 31/12/2020,Arrêté du 30/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/129-rue-d-aubagne-13006_2019_02729.pdf,129 rue d'Aubagne,13006.0,False,129-rue-d-aubagne-13006_2019_02729.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,129 rue d'Aubagne : Arrêté du 30/07/2019 - Arrêté modificatif du 25/11/2020 - Main levée du 31/12/2020,Arrêté modificatif du 25/11/2020 ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_modif_129_rue-d-aubagne-13006_2020_02798_vdm.pdf,129 rue d'Aubagne,13006.0,True,pgi_modif_129_rue-d-aubagne-13006_2020_02798_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,129 rue d'Aubagne : Arrêté du 30/07/2019 - Arrêté modificatif du 25/11/2020 - Main levée du 31/12/2020,Main levée du 31/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-129-rue-d-aubagne_13006-_n2020_03142.pdf,129 rue d'Aubagne,13006.0,True,ml-129-rue-d-aubagne_13006-_n2020_03142.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,34 rue Falque,34 rue Falque,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_34-rue-falque-13006_2019_03031_vdm.pdf,34 rue Falque,13006.0,False,pgi_34-rue-falque-13006_2019_03031_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,7 rue André Poggioli : Arrêté du 30/08/2019 - Main levée du 20/01/2020,Arrêté du 30/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-rue-andre-poggioli-13006_pgi_2019_02746_vdm.pdf,7 rue André Poggioli,13006.0,False,7-rue-andre-poggioli-13006_pgi_2019_02746_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,7 rue André Poggioli : Arrêté du 30/08/2019 - Main levée du 20/01/2020,Main levée du 20/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_7-rue-andre-poggioli-13006_pgi_2020_00160_vdm.pdf,7 rue André Poggioli,13006.0,False,ml_7-rue-andre-poggioli-13006_pgi_2020_00160_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,2 rue Nau : Main levée du 19/09/2019,Main levée du 19/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_2-rue-nau-13006_2019_03219_vdm.pdf,2 rue Nau,13006.0,False,ml_2-rue-nau-13006_2019_03219_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,11 rue de Village + Arrêté modificatif du 04/11/2019 - Arrêté de péril ordinaire du 24/08/2020,11 rue de Village,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_11-rue-de-village-13006_2019_03536_vdm.pdf,11 rue de Village,13006.0,True,pgi_11-rue-de-village-13006_2019_03536_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,11 rue de Village + Arrêté modificatif du 04/11/2019 - Arrêté de péril ordinaire du 24/08/2020,Arrêté modificatif du 04/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/11-rue-du-village_13006_2019_03819.pdf,11 rue de Village,13006.0,False,11-rue-du-village_13006_2019_03819.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,11 rue de Village + Arrêté modificatif du 04/11/2019 - Arrêté de péril ordinaire du 24/08/2020,Arrêté de péril ordinaire du 24/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_11-rue-du-village-13006_2020_01737_vdm.pdf,11 rue de Village,13006.0,True,po_11-rue-du-village-13006_2020_01737_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,38 rue du Docteur Escat : Main Levée du 30/10/2019,Main Levée du 30/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_38_rue_docteur_escat_13006_2019_03795.pdf,38 rue du Docteur Escat,13006.0,False,ml_38_rue_docteur_escat_13006_2019_03795.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,53 rue Fongate : Arrêté de péril du 09/11/2019  - Main levée partielle du 17/01/2020 Main levée du 16/11/2020,Arrêté de péril du 09/11/2019 ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/53-rue-fongate-13006_2019_03880.pdf,53 rue Fongate,13006.0,False,53-rue-fongate-13006_2019_03880.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,53 rue Fongate : Arrêté de péril du 09/11/2019  - Main levée partielle du 17/01/2020 Main levée du 16/11/2020,Main levée partielle du 17/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_53-rue-fongate-13006_2020_00131_vdm.pdf,53 rue Fongate,13006.0,False,mlp_53-rue-fongate-13006_2020_00131_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,53 rue Fongate : Arrêté de péril du 09/11/2019  - Main levée partielle du 17/01/2020 Main levée du 16/11/2020,Main levée du 16/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/53-rue-fongate-13006_ml_2020_02679.pdf,53 rue Fongate,13006.0,True,53-rue-fongate-13006_ml_2020_02679.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,16 rue de Bruys,16 rue de Bruys,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/16-rue-de-bruys-13005_2019_03881.pdf,16 rue de Bruys,13006.0,False,16-rue-de-bruys-13005_2019_03881.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,55 rue Fongate : Arrêté du 05/11/2019 - Abrogration Interdiction occuper du 16/01/2020,Arrêté du 05/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/55-rue-fongate-13006_2019_03857.pdf,55 rue Fongate,13006.0,False,55-rue-fongate-13006_2019_03857.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,55 rue Fongate : Arrêté du 05/11/2019 - Abrogration Interdiction occuper du 16/01/2020,Abrogration Interdiction occuper du 16/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/abro_ppm_2020_00054_vdm.pdf,55 rue Fongate,13006.0,True,abro_ppm_2020_00054_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,26 cours Julien- Main Levée du 25/02/2021,26 cours Julien-,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-julien-13006_2019_03922.pdf,26 cours Julien,13006.0,False,26-cours-julien-13006_2019_03922.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",6ème arrondissement,26 cours Julien- Main Levée du 25/02/2021,Main Levée du 25/02/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-26-cours-julien-13006_2021_00600.pdf,26 cours Julien,13006.0,True,ml-26-cours-julien-13006_2021_00600.txt
