classe,arrondissement,item,nom_doc,url,adresse,code_postal
?,1er arrondissement,26 place Jean Jaurès : Arrêté d'interdiction d'occupation du local commercial en date du 26/11/2019,Arrêté d'interdiction d'occupation du local commercial en date du 26/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_26-place-jean-jaures-13001_2019_04061_vdm.pdf,26 place Jean Jaurès,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,8 rue de Jemmapes : Arrêté de péril grave et imminent du 04/06/2019 – Main levée de péril grave et imminent du 19/09/2019,Arrêté de péril grave et imminent du 04/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/8-rue-jemmapes-13001-pgi_2019_01716_vdm.pdf,8 rue de Jemmapes,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,8 rue de Jemmapes : Arrêté de péril grave et imminent du 04/06/2019 – Main levée de péril grave et imminent du 19/09/2019,Main levée de péril grave et imminent du 19/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/8-rue-de-jemmapes_13001_ml_2019_03216_16-09-2019.pdf,8 rue de Jemmapes,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,1 rue Lafayette : Arrêté de péril imminent du 11/12/2018 - Main levée de péril imminent du 24/01/2019,Arrêté de péril imminent du 11/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-rue-lafayette-13001_2018_03290.pdf,1 rue Lafayette,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,1 rue Lafayette : Arrêté de péril imminent du 11/12/2018 - Main levée de péril imminent du 24/01/2019,Main levée de péril imminent du 24/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/1-RUE-LAFAYETTE-13001_ML_2019_00279.pdf,1 rue Lafayette,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,20 rue Lafayette et 10 boulevard de la Liberté : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de péril grave et imminent du 07/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_10-boulevard-de-la-liberte_20-rue-lafayette-13001_2019_03488_vdm.pdf,20 rue Lafayette et 10 boulevard de la Liberté,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,20 rue Lafayette et 10 boulevard de la Liberté : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de péril grave et imminent du 04/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-bd-de-la-liberte-20-rue-lafayette-13001_2019_03837.pdf,20 rue Lafayette et 10 boulevard de la Liberté,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,20 rue Lafayette et 10 boulevard de la Liberté : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de mise en sécurité urgente du 27/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-bd-liberte_20-rue-lafayette-13001_mes_2021_00307_vdm_du_27-01-2021.pdf,20 rue Lafayette et 10 boulevard de la Liberté,13001
?,1er arrondissement,​ 5 rue lemaitre : Arrêté d'interdiction d'occupation d'appartements du 10/12/20 – Arrêté d'interdiction d'accès et d'occupation de l'immeuble du 16/12/20 – Arrêté de mise en sécurité du 28/04/2021,Arrêté d'interdiction d'occupation d'appartements du 10/12/20,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm-5-rue-lemaitre-13001-2020_02960_101220.pdf,​ 5 rue lemaitre,13001
?,1er arrondissement,​ 5 rue lemaitre : Arrêté d'interdiction d'occupation d'appartements du 10/12/20 – Arrêté d'interdiction d'accès et d'occupation de l'immeuble du 16/12/20 – Arrêté de mise en sécurité du 28/04/2021,Arrêté d'interdiction d'accès et d'occupation de l'immeuble du 16/12/20,https://www.marseille.fr/sites/default/files/contenu/mairie/5-rue-lemaitre-13001_ppm_2020_02973_16-12-20.pdf,​ 5 rue lemaitre,13001
Arrêtés de mise en sécurité,1er arrondissement,​ 5 rue lemaitre : Arrêté d'interdiction d'occupation d'appartements du 10/12/20 – Arrêté d'interdiction d'accès et d'occupation de l'immeuble du 16/12/20 – Arrêté de mise en sécurité du 28/04/2021,Arrêté de mise en sécurité du 28/04/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/5-rue-lemaitre-13001_ms_2021_01197_28-avril-2021.pdf,​ 5 rue lemaitre,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,25 boulevard de la Libération : Arrêté de péril imminent du 17/12/2018 – Main levée du 08/11/2019,Arrêté de péril imminent du 17/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/25-BD-DE-LA-LIBERATION-13001_2018_03394.pdf,25 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,25 boulevard de la Libération : Arrêté de péril imminent du 17/12/2018 – Main levée du 08/11/2019,Main levée du 08/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-25-bd-de-la-liberation-13001_2019_03883.pdf,25 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,26 boulevard de la Libération : Arrêté de péril du 30/10/2020,Arrêté de péril du 30/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-boulevard-liberation_13001_po_2020_02582.pdf,26 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,28 boulevard de la Libération : Arrêté de péril du 09/11/2020,Arrêté de péril du 09/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_28-boulevard-de-la-liberation-13001_2020_02593_vdm.pdf,28 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,36 boulevard de la Libération : Arrêté de péril imminent du 26/02/2019,Arrêté de péril imminent du 26/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/36-BOULEVARD-DE-LA-LIBERATION-13001_2019_00672.pdf,36 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,139 boulevard de la Libération : Arrrété de péril grave et imminent du 18/03/2019 – Main levée de péril grave et imminent du 10/10/2019,Arrrété de péril grave et imminent du 18/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/139-bd-de-la-liberation-13001_2019_00955.pdf,139 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,139 boulevard de la Libération : Arrrété de péril grave et imminent du 18/03/2019 – Main levée de péril grave et imminent du 10/10/2019,Main levée de péril grave et imminent du 10/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_139-bd-de-la-liberation-2019_03567_vdm.pdf,139 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,141 boulevard de la Libération : Arrêté de péril grave et imminent du 08/03/2019 – Arrêté de mise en sécurité du 18/06/2021,Arrêté de péril grave et imminent du 08/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/141-BOULEVARD-DE-LA-LIBERATION-13001_2019_00842.pdf,141 boulevard de la Libération,13001
Arrêtés de mise en sécurité,1er arrondissement,141 boulevard de la Libération : Arrêté de péril grave et imminent du 08/03/2019 – Arrêté de mise en sécurité du 18/06/2021,Arrêté de mise en sécurité du 18/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/141-bd-de-la-liberation-13001_ms_2021_01733_18-juin-2021_ano.pdf,141 boulevard de la Libération,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,10 boulevard de la Liberté et 20 rue Lafayette : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de péril grave et imminent du 07/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_10-boulevard-de-la-liberte_20-rue-lafayette-13001_2019_03488_vdm.pdf,10 boulevard de la Liberté et 20 rue Lafayette,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,10 boulevard de la Liberté et 20 rue Lafayette : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de péril grave et imminent du 04/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-bd-de-la-liberte-20-rue-lafayette-13001_2019_03837.pdf,10 boulevard de la Liberté et 20 rue Lafayette,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,10 boulevard de la Liberté et 20 rue Lafayette : Arrêté de péril grave et imminent du 07/10/2019 – Arrêté de péril grave et imminent du 04/11/2019 – Arrêté de mise en sécurité urgente du 27/01/2021,Arrêté de mise en sécurité urgente du 27/01/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/10-bd-liberte_20-rue-lafayette-13001_mes_2021_00307_vdm_du_27-01-2021.pdf,10 boulevard de la Liberté et 20 rue Lafayette,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 boulevard de la Liberté : Arrêté de péril grave et imminent du 03/01/2020 – Arrété de péril du 17/08/2020,Arrêté de péril grave et imminent du 03/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_12-boulevard-de-la-liberte-13001_2019_04456_vdm.pdf,12 boulevard de la Liberté,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 boulevard de la Liberté : Arrêté de péril grave et imminent du 03/01/2020 – Arrété de péril du 17/08/2020,Arrété de péril du 17/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_2020_01694_12-boulevard-de-la-liberte-13001-17.08.2020.pdf,12 boulevard de la Liberté,13001
Arrêtés de mise en sécurité,1er arrondissement,45 boulevard de la Liberté : Arrêté de mise en sécurité de l'immeuble du 23/03/2021,Arrêté de mise en sécurité de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/45-boulevard-de-la-liberte-13001_ms_2021_00855_vdm_du_23.03.21.pdf,45 boulevard de la Liberté,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main levée de péril grave et imminent du 15/10/2019,Arrêté de péril du 17/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-cours-lieutaud-pi_2018_02951-edited-2.pdf,24 cours Lieutaud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main levée de péril grave et imminent du 15/10/2019,Arrêté de péril modificatif du 05/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-COURS-LIEUTAUD-13001_PGI_MODIFICATIF_2019%2000776.pdf,24 cours Lieutaud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main levée de péril grave et imminent du 15/10/2019,Main levée de péril grave et imminent du 15/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_24-cours-lieutaud-13001-_2019_03548_vdm.pdf,24 cours Lieutaud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,26 cours Lieutaud : Arrêté de péril imminent du 16/11/2018 – Main levée de péril imminent du 22/10/2019,Arrêté de péril imminent du 16/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-lieutaud-pi_2018_02949-edited-2.pdf,26 cours Lieutaud,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,26 cours Lieutaud : Arrêté de péril imminent du 16/11/2018 – Main levée de péril imminent du 22/10/2019,Main levée de péril imminent du 22/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-lieutaud-13001_2019_03540.pdf,26 cours Lieutaud,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,50 cours Lieutaud et 95 rue d'Aubagne : Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/95-rue-aubagne_50-cours-lieutaud-13001_msu_2021_00854_vdm_du_23.03.21.pdf,50 cours Lieutaud et 95 rue d'Aubagne,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,"Cours Lieutaud, rue d'Aubagne et rue Jean Roque : Arrêté de mise en place d'un périmètre de sécurité et d'interdiction d'occuper du 27/03/2020 – Arrêté de mise en en place du périmère de sécurité et d'interdiction d'occuper du 23/10/2020",Arrêté de mise en place d'un périmètre de sécurité et d'interdiction d'occuper du 27/03/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm-rue-d-aubagne-jean-roque-13001_2020_00821_vdm.pdf,"Cours Lieutaud, rue d'Aubagne et rue Jean Roque",13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,"Cours Lieutaud, rue d'Aubagne et rue Jean Roque : Arrêté de mise en place d'un périmètre de sécurité et d'interdiction d'occuper du 27/03/2020 – Arrêté de mise en en place du périmère de sécurité et d'interdiction d'occuper du 23/10/2020",Arrêté de mise en en place du périmère de sécurité et d'interdiction d'occuper du 23/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm-rues-aubagne-jean-roque-cours-lieutaud_2020_02537.pdf,"Cours Lieutaud, rue d'Aubagne et rue Jean Roque",13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,11 rue du Loisir : Arrêté de péril grave et imminent du 22/11/2019  – Arrêté de péril grave et imminent du 18/03/2020,Arrêté de péril grave et imminent du 22/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_11-rue-du-loisir-13001_2019_04021_vdm.pdf,11 rue du Loisir,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,11 rue du Loisir : Arrêté de péril grave et imminent du 22/11/2019  – Arrêté de péril grave et imminent du 18/03/2020,Arrêté de péril grave et imminent du 18/03/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_11-rue-du-loisir-13001_2020_00816_vdm.pdf,11 rue du Loisir,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril grave et imminent du 18/02/2019 – Main levée partielle du 22/11/2019 – Main levée du 20/10/2020,Arrêté de péril grave et imminent du 18/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-RUE-LONGUE-DES-CAPUCINS-13001_2019_00569.pdf,19 rue Longue des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril grave et imminent du 18/02/2019 – Main levée partielle du 22/11/2019 – Main levée du 20/10/2020,Main levée partielle du 22/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_19-rue-longue-des-capucins-13001_2019_04020_vdm-final.pdf,19 rue Longue des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril grave et imminent du 18/02/2019 – Main levée partielle du 22/11/2019 – Main levée du 20/10/2020,Main levée du 20/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_19-rue-longue-des-capucins-13001_2020_02457.pdf,19 rue Longue des Capucins,13001
Arrêtés de mise en sécurité,1er arrondissement,31 rue Longue des Capucins / 32 et 34 rue Thubaneau / 27 rue Poids de la Farine : Arrêté de mise en sécurité d'urgence du 01/07/2021 - Arrêté modificatif du 09/07/2021,Arrêté de mise en sécurité d'urgence du 01/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31-rue-longue-des-capucins-13001_2021_01907.pdf,31 rue Longue des Capucins / 32 et 34 rue Thubaneau / 27 rue Poids de la Farine,13001
?,1er arrondissement,31 rue Longue des Capucins / 32 et 34 rue Thubaneau / 27 rue Poids de la Farine : Arrêté de mise en sécurité d'urgence du 01/07/2021 - Arrêté modificatif du 09/07/2021,Arrêté modificatif du 09/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31-rue-longueds-capucins-32-34-rue-thubaneau-13001_2021_02063.pdf,31 rue Longue des Capucins / 32 et 34 rue Thubaneau / 27 rue Poids de la Farine,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,75 rue Longue des Capucins et 16 rue de la Fare : Arrêté de péril grave et imminent du 21/05/2019 - Arrêté de péril simple du 026/11/2019,Arrêté de péril grave et imminent du 21/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/75-rue-longue-des-capucins_16-rue-de-la-fare-13001_2019_01613.pdf,75 rue Longue des Capucins et 16 rue de la Fare,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,75 rue Longue des Capucins et 16 rue de la Fare : Arrêté de péril grave et imminent du 21/05/2019 - Arrêté de péril simple du 026/11/2019,Arrêté de péril simple du 026/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ps_75-rue-longue-des-capucins_16-rue-de-la-fare-13001_2019_04063_vdm.pdf,75 rue Longue des Capucins et 16 rue de la Fare,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,86 rue des Capucins : Arrêté de péril grave et imminent du 06/02/2019,Arrêté de péril grave et imminent du 06/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/86-RUE-LONGUE-DES-CAPUCINS-13001_2019_00437.pdf,86 rue des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,2 place du Marché des Capucins : Arrêté de péril grave et imminent du 18/01/2019 - Main Levée de péril grave et imminent du 06/03/2019,Arrêté de péril grave et imminent du 18/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/2-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00217.pdf,2 place du Marché des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,2 place du Marché des Capucins : Arrêté de péril grave et imminent du 18/01/2019 - Main Levée de péril grave et imminent du 06/03/2019,Main Levée de péril grave et imminent du 06/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ML_2-PLACE-DU-MARCHE-DS-CAPUCINS-13001_2019_00791.pdf,2 place du Marché des Capucins,13001
?,1er arrondissement,3 place du marché des Capucins : Arrêté d'interdiction d'interdiction d'occupation de l'immeuble du 20/12/2018 – Arrêté de péril grave et imminent du 11/02/2019,Arrêté d'interdiction d'interdiction d'occupation de l'immeuble du 20/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-place-du-marche-des-capucins-13001_2018_03445.pdf,3 place du marché des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,3 place du marché des Capucins : Arrêté d'interdiction d'interdiction d'occupation de l'immeuble du 20/12/2018 – Arrêté de péril grave et imminent du 11/02/2019,Arrêté de péril grave et imminent du 11/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00493.pdf,3 place du marché des Capucins,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,7 rue Molière : Arrêté de Main Levée du 27/05/2021,Arrêté de Main Levée du 27/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-7-rue-moliere-13001-2021_01434_i.pdf,7 rue Molière,13001
